SCIENTIFIC_NAME,FAMILY,SUB_SPECIES,Synonym,AUTHOR,ENGLISH_COMMON_NAME,Growth_form,GBIF_record_number,ROM__record_number,Combined_abund_scaled,S_RANK,COSEWIC_STATUS,G_RANK,EXOTIC_NATIVE,EXOTIC_RANK,Cultivated,Year_first_record_exotic
Muhlenbergia sylvatica,Poaceae,,,Torr. ex Gray,Woodland Muhly,Graminoid,2,NA,1,S2,,G5,N,,,NA
Muscari armeniacum,Asparagaceae,,,Leichtl. ex Baker,Armenian Grape-hyacinth,Herbaceous,2,NA,1,SNA,,GNA,E,SEX,,NA
Muscari botryoides,Asparagaceae,,,(L.) P. Mill.,Common Grape-hyacinth,Herbaceous,3,1,2,SNA,,GNA,E,SE3,,NA
Mycelis muralis,Asteraceae,,,(L.) Dumort.,Wall Lettuce,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE2,,NA
Myosotis arvensis,Boraginaceae,,,(L.) Hill,Rough Forget-me-not,Herbaceous,3,2,4,SNA,,GNA,E,SE4,,NA
Myosotis laxa,Boraginaceae,,,Lehm.,Small Forget-me-not,Herbaceous,16,25,35,S5,,G5,N,,,NA
Myosotis scorpioides,Boraginaceae,,,L.,True Forget-me-not,Herbaceous,18,14,22,SNA,,G5,E,SE5,,1954
Myosotis stricta,Boraginaceae,,,Link ex Roemer & J.A. Schultes,Small-flowered Forget-me-not,Herbaceous,1,NA,1,SNA,,GNA,E,SE4,,NA
Myosotis sylvatica,Boraginaceae,,,Ehrh. ex Hoffmann,Woodland Forget-me-not,Herbaceous,11,1,4,SNA,,G5,E,SE4,,1974
Myosotis verna,Boraginaceae,,,Nutt.,Spring Forget-me-not,Herbaceous,NA,NA,NA,S4,,G5,U,,,NA
Myosoton aquaticum,Caryophyllaceae,,,(L.) Moench,Giant-chickweed,Herbaceous,1,NA,1,SNA,,GNA,E,SE3,,NA
Myosurus minimus,Ranunculaceae,,,L.,Tiny Mousetail,Herbaceous,1,1,2,S2,,G5,N,,,NA
Myrica gale,Myricaceae,,,L.,Sweet Gale,Shrub,NA,NA,NA,S5,,G5,N,,,NA
Myriophyllum heterophyllum,Haloragaceae,,,Michx.,Variable-leaved Water-milfoil,Herbaceous,NA,1,3,S4,,G5,N,,,NA
Myriophyllum sibiricum,Haloragaceae,,,Komarov,Siberian Water-milfoil,Herbaceous,NA,4,10,S5,,G5,N,,,NA
Myriophyllum spicatum,Haloragaceae,,,L.,Eurasian Water-milfoil,Herbaceous,2,3,5,SNA,,GNA,E,SE5,,1975
Myriophyllum verticillatum,Haloragaceae,,,L.,Whorled Water-milfoil,Herbaceous,2,1,2,S5,,G5,N,,,NA
Nabalus albus,Asteraceae,,Prenanthes alba,(L.) Hook.,White Rattlesnakeroot,Herbaceous,12,23,31,S5,,G5,N,,,NA
Nabalus altissimus,Asteraceae,,,(Linnaeus) Hooker,Tall Rattlesnakeroot,Herbaceous,NA,12,30,S5,,G5,N,,,NA
Najas flexilis,Hydrocharitaceae,,,(Willd.) Rostk. & Schmidt,Slender Naiad,Herbaceous,2,NA,1,S4,,G5,N,,,NA
Najas guadalupensis,Hydrocharitaceae,olivacea,,(Spreng.) Magnus,Southern Naiad,Herbaceous,NA,NA,NA,S3,,G5,N,,,NA
Narcissus poeticus,Amaryllidaceae,,,L.,Poets' Narcissus,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Narcissus pseudonarcissus,Amaryllidaceae,,,L.,Common Daffodil,Herbaceous,2,NA,1,SNA,,GNA,E,SE2,,NA
Nasturtium microphyllum,Brassicaceae,,,(Boenn.) Reichenb.,Small-leaved Watercress,Herbaceous,1,2,3,SNA,,GNA,E,SE5,,1932
Nasturtium officinale,Brassicaceae,,,Ait.,Watercress,Herbaceous,5,4,7,SNA,,GNA,E,SE?,,1896
Neottia cordata,Orchidaceae,,Listera cordata,(L.) Rich.,Heart-leaved Twayblade,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Nepeta cataria,Lamiaceae,,,L.,Catnip,Herbaceous,27,20,31,SNA,,GNA,E,SE5,,NA
Neslia paniculata,Brassicaceae,,,(L.) Desv.,Common Ball-mustard,Herbaceous,1,2,3,SNA,,GNA,E,SE1,,1910
Nicandra physalodes,Solanaceae,,,(L.) Gaertn.,Apple-of-Peru,Herbaceous,NA,8,20,SNA,,GNA,E,SE1,,1893
Nicotiana alata,Solanaceae,,,Link & Otto,Jasmine Tobacco,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Nicotiana longiflora,Solanaceae,,,Cav.,Long-flowered Tobacco,Herbaceous,NA,2,5,SNA,,GNA,E,SE1,,1899
Nuphar advena,Nymphaeaceae,,,(Ait.) Ait. f,Large Yellow Pond-lily,Herbaceous,NA,NA,NA,S3,,G5,N,,,NA
Nuphar variegata,Nymphaeaceae,,,Dur.,Variegated Pond-lily,Herbaceous,NA,6,15,S5,,G5,N,,,NA
Nuttallanthus canadensis,Plantaginaceae,,Linaria canadensis,(L.) D.A. Sutton,Old-field Toadflax,Herbaceous,NA,NA,NA,S1,,G5,N,,,NA
Nymphaea odorata,Nymphaeaceae,,,Ait.,Fragrant Water-lily,Herbaceous,21,1,7,S5,,G5,N,,,NA
Nyssa sylvatica,Nyssaceae,,,Marchall,Tupelo,Tree,NA,NA,NA,S3,,G5,N,,,NA
Oenanthe javanica,Apiaceae,,,(Blume) DC.,Java Waterdropwort,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Oenothera biennis,Onagraceae,,,L.,Common Evening-primrose,Herbaceous,11,10,15,S5,,G5,N,,,NA
Oenothera fruticosa,Onagraceae,tetragona,,(Roth) W.L. Wagner,Narrow-leaved Evening-primrose,Herbaceous,NA,NA,NA,SX,,G5,U,,,NA
Oenothera gaura,Onagraceae,,,W.L. Wagner & Hoch,Biennial Gaura,Herbaceous,2,NA,1,S3,,G5,N,,,NA
Oenothera oakesiana,Onagraceae,,,(Gray) J.W. Robbins ex S. Wats. & Coult.,Oakes' Evening-primrose,Herbaceous,2,3,5,S5,,G5,N,,,NA
Oenothera parviflora,Onagraceae,,,L.,Small-flowered Evening-primrose,Herbaceous,9,12,17,S5,,G5,N,,,NA
Oenothera perennis,Onagraceae,,,L.,Perennial Evening-primrose,Herbaceous,2,NA,1,S5,,G5,N,,,NA
Oenothera pilosella,Onagraceae,,,Raf.,Meadow Evening-primrose,Herbaceous,2,1,2,S2,,G5,N,,,NA
Oenothera villosa,Onagraceae,,,Thunb.,Hairy Evening-primrose,Herbaceous,NA,1,3,S2,,G5,N,,,NA
Onoclea sensibilis,Dryopteridaceae,,,L.,Sensitive Fern,Herbaceous,22,9,17,S5,,G5,N,,,NA
Origanum vulgare,Lamiaceae,,,L.,Wild Marjoram,Herbaceous,4,NA,2,SNA,,GNA,E,SE5,,NA
Ornithogalum umbellatum,Asparagaceae,,,L.,Common Star-of-Bethlehem,Herbaceous,5,4,7,SNA,,G3,E,SE3,,1894
Orobanche uniflora,Orobanchaceae,,,L.,one-flowered broomrape,Herbaceous,NA,NA,NA,S?,,G5,N,,,NA
Orthilia secunda,Ericaceae,,,(L.) House,One-sided Wintergreen,Herbaceous,2,NA,1,S5,,G5,N,,,NA
Oryzopsis asperifolia,Poaceae,,,Michx.,White-grained Mountain-ricegrass,Graminoid,9,11,16,S5,,G5,N,,,NA
Oryzopsis racemosa,Poaceae,,,(Sm.) Ricker ex Hitchc,,Graminoid,2,3,5,S?,,G?,N,,,NA
Osmorhiza aristata,Apiaceae,aristata,,(Thunb.)Makino.&Yabe.,sweet cicely,Herbaceous,NA,13,32,SNA,,GNA,E,SE?,,NA
Osmorhiza claytonii,Apiaceae,,,(Michx.) C.B. Clarke,Hairy Sweet Cicely,Herbaceous,9,NA,5,S5,,G5,N,,,NA
Osmorhiza longistylis,Apiaceae,,,(Torr.) DC.,Smooth Sweet Cicely,Herbaceous,3,7,10,S5,,G5,N,,,NA
Osmunda claytoniana,Osmundaceae,,,L.,,Herbaceous,NA,21,51,S?,,G?,N,,,NA
Osmunda regalis,Osmundaceae,spectabilis,,L.,Royal Fern,Herbaceous,NA,3,8,S5,,G5,N,,,NA
Osmundastrum cinnamomeum,Osmundaceae,,Osmunda cinnamomea,(L.) C.Presl,cinnamon fern,Herbaceous,6,10,14,S?,,G4,N,,,NA
Ostrya virginiana,Betulaceae,,,(P. Mill.) K. Koch,Eastern Hop-hornbeam,Tree,54,11,26,S5,,G5,N,,,NA
Oxalis acetosella,Oxalidaceae,montana,,L.,wood sorrel,Herbaceous,NA,NA,NA,S?,,G?,E,SE?,,NA
Oxalis corniculata,Oxalidaceae,,,L.,Creeping Wood-sorrel,Herbaceous,31,NA,15,SNA,,GNA,E,SE1,,NA
Oxalis dillenii,Oxalidaceae,,,Jacq.,Slender Yellow Wood-sorrel,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Oxalis stricta,Oxalidaceae,,,L.,Upright Yellow Wood-sorrel,Herbaceous,NA,8,20,S5,,G5,N,,,NA
Oxybasis glauca,Amaranthaceae,,Chenopodium glaucum,"(Linnaeus) S. Fuentes, Uotila & Borsch",Oak-leaved Goosefoot,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Oxypolis ternata,Apiaceae,,,(Nutt.) A.Heller,,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,,NA
Pachysandra terminalis,Buxaceae,,,Sieb. & Zucc.,Japanese-spurge,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Packera aurea,Asteraceae,,Senecio aureus,(L.) A.& D. Löve,Golden Ragwort,Herbaceous,3,10,13,S5,,G5,N,,,NA
Packera paupercula,Asteraceae,,Senecio pauperculus,(Michx.) A. & D. Love,Balsam Groundsel,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Paeonia officinalis,Paeoniaceae,,,L.,Common Peony,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,y,NA
Panax quinquefolius,Araliaceae,,,L.,American Ginseng,Herbaceous,NA,NA,NA,S2,END,G3,N,,,NA
Panax trifolius,Araliaceae,,,L.,Dwarf Ginseng,Herbaceous,3,2,4,S4,,G5,N,,,NA
Panicum capillare,Poaceae,,,L.,Common Panicgrass,Graminoid,19,25,35,S5,,G5,N,,,NA
Panicum dichotomiflorum,Poaceae,,,Michx.,Fall Panicgrass,Graminoid,8,5,8,SNA,,G5,E,SE5,,1976
Panicum flexile,Poaceae,,,(Gatt.) Scribn.,Wiry Panicgrass,Graminoid,NA,3,8,S4,,G5,N,,,NA
Panicum miliaceum,Poaceae,,,L.,Proso Millet,Graminoid,2,6,8,SNA,,GNA,E,SE4,,NA
Panicum virgatum,Poaceae,,,L.,Old Switch Panicgrass,Graminoid,12,11,17,S4,,G5,N,,,NA
Papaver orientale,Papaveraceae,,,L.,Oriental Poppy,Herbaceous,1,1,2,SNA,,GNA,E,SE1,,1975
Papaver rhoeas,Papaveraceae,,,L.,Corn Poppy,Herbaceous,3,NA,2,SNA,,GNA,E,SE1,,NA
Papaver somniferum,Papaveraceae,,,L.,Opium Poppy,Herbaceous,2,3,5,SNA,,GNA,E,SE1,,1976
Parietaria pensylvanica,Urticaceae,,,Muhl. ex Willd.,Pennsylvania Pellitory,Herbaceous,4,3,5,S4,,G5,N,,,NA
Parthenocissus quinquefolia,Vitaceae,,,(L.) Planch.,Virginia Creeper,Vine,27,NA,13,S4,,G5,N,,,NA
Parthenocissus tricuspidata,Vitaceae,,,(Sieb. & Zucc.) Planch.,Boston-ivy,Vine,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Parthenocissus vitacea,Vitaceae,,Parthenocissus inserta,(Knerr) A.S. Hitchc.,Thicket Creeper,Vine,6,4,7,S5,,G5,N,,,NA
Pascopyrum smithii,Poaceae,,,(Rydb.) Á.Löve,Wheatgrass,Graminoid,NA,NA,NA,S2,,G5,N,,,NA
Paspalum setaceum,Poaceae,,,Michx.,Slender Paspalum,Graminoid,1,NA,1,S2,,G5,N,,,NA
Pastinaca sativa,Apiaceae,,,L.,Wild Parsnip,Herbaceous,23,15,24,SNA,,GNA,E,SE5,,NA
Patis racemosa,Poaceae,,,"(Sm.)¬†Romasch., P.M. Peterson &amp; Soreng",Black-seeded Ricegrass,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Pedicularis canadensis,Scrophulariaceae,,,L.,Canada Lousewort,Herbaceous,5,17,22,S5,,G5,N,,,NA
Pedicularis lanceolata,Orobanchaceae,,,Michx.,Swamp Lousewort,Herbaceous,2,8,11,S4,,G5,N,,,NA
Peltandra virginica,Araceae,,,(L.) Schott,Green Arrow Arum,Herbaceous,NA,NA,NA,S3,,G5,N,,,NA
Pennisetum glaucum,Poaceae,,,(L.) R.Br.,Pearl millet,Graminoid,NA,7,18,SNA,,GNA,E,SE?,y,NA
Penstemon albidus,Plantaginaceae,,,Nutt.,White Beardtongue,Herbaceous,NA,1,3,SNA,,G5,E,SEX,,1936
Penstemon digitalis,Scrophulariaceae,,,Nutt. ex Sims,Foxglove Beardtongue,Herbaceous,15,3,8,S4,,G5,N,,,NA
Penstemon hirsutus,Scrophulariaceae,,,(L.) Willd.,Hairy Beardtongue,Herbaceous,15,11,17,S4,,G4,N,,,NA
Penthorum sedoides,Crassulaceae,,,L.,Ditch-stonecrop,Herbaceous,6,10,14,S5,,G5,N,,,NA
Perilla frutescens,Lamiaceae,,,(L.) Britt.,Beef-steak Plant,Herbaceous,NA,1,3,SNA,,GNA,E,SEX,,1981
Persicaria amphibia,Polygonaceae,,Polygonum amphibium,(L.) Delarbre,Water Smartweed,Herbaceous,11,11,16,S5,,G5,N,,,NA
Persicaria hydropiper,Polygonaceae,,,(L.) Delarbre,Marshpepper Smartweed,Herbaceous,1,7,9,SNA,,GNA,E,SE5,,NA
Persicaria hydropiperoides,Polygonaceae,,Polygonum hydropiperoides,(Michx.) Small,False Waterpepper,Herbaceous,1,1,2,S5,,G5,N,,,NA
Persicaria lapathifolia,Polygonaceae,,Polygonum lapathifolium,(L.) S.F. Gray,Pale Smartweed,Herbaceous,9,31,40,S5,,G5,N,,,NA
Persicaria longiseta,Polygonaceae,,,(Bruijn) Kitagawa,Long-bristled Smartweed,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Persicaria maculosa,Polygonaceae,,Polygonum persicaria,Gray,Spotted Lady's-thumb,Herbaceous,19,19,28,SNA,,G3,E,SE5,,NA
Persicaria orientalis,Polygonaceae,,,(L.) Spach,Oriental Smartweed,Herbaceous,2,13,17,SNA,,GNA,E,SE3,,NA
Persicaria pensylvanica,Polygonaceae,,Polygonum pensylvanicum,(L.) M. Gomez,Pennsylvania Smartweed,Herbaceous,1,4,6,S5,,G5,N,,,NA
Persicaria punctata,Polygonaceae,,Polygonum punctatum,Small,Dotted Smartweed,Herbaceous,NA,NA,NA,S5,,G5,N,,,NA
Persicaria virginiana,Polygonaceae,,Polygonum virginianum,Gaertn.,Virginia Smartweed,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Petasites frigidus,Asteraceae,,,(L.) Fries,Arctic Sweet Coltsfoot,Herbaceous,2,5,7,S5,,G5,N,,,NA
Petasites hybridus,Asteraceae,,,"(L.) ""G.Gaertn., B.Mey. & Scherb.""",Butterfly-dock,Herbaceous,NA,1,3,SNA,,GNA,E,SE1,,1982
Petasites japonicus,Asteraceae,,,(Sieb. & Zucc.) Maxim.,Japanese Butterbur,Herbaceous,3,3,5,SNA,,GNA,E,SE1,,1975
Petrorhagia saxifraga,Caryophyllaceae,,,(L.) Link,Saxifrage Pink,Herbaceous,NA,1,3,SNA,,GNA,E,SE2,,1946
Petunia hybrida,Solanaceae,,,Vilm.,Petunia,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,1978
Phalaris arundinacea,Poaceae,,,L.,Reed Canary Grass,Graminoid,22,13,21,S5,,G5,N,,,NA
Phalaris canariensis,Poaceae,,,L.,Common Canary Grass,Graminoid,1,4,6,SNA,,GNA,E,SE2,,NA
Phedimus spurius,Crassulaceae,,Sedum spurium,(M.Bieb.) Hart,Stonecrop,Herbaceous,NA,1,3,SNA,,GNA,E,SE?,y,NA
Phegopteris connectilis,Thelypteridaceae,,,(Michx.) Watt,Northern Beech Fern,Herbaceous,3,2,4,S5,,G5,N,,,NA
Phellodendron amurense,Rutaceae,,,Rupr.,Amur cork tree,Tree,NA,NA,NA,SNA,,GNA,E,SE?,y,NA
Philadelphus coronarius,Hydrangeaceae,,,L.,European Mock-orange,Shrub,5,3,5,SNA,,GNA,E,SE1,,1930
Philadelphus hirsutus,Hydrangeaceae,,,Nutt.,hairy mockorange,Shrub,NA,1,3,SNA,,GNA,E,SE?,y,1973
Philadelphus inodorus,Hydrangeaceae,,,L.,Scentless Mock-orange,Shrub,NA,2,5,SNA,,G4,E,SE1,,1973
Phleum pratense,Poaceae,,,L.,Common Timothy,Graminoid,17,15,23,SNA,,GNA,E,SE5,,1915
Phlox divaricata,Polemoniaceae,,,L.,Wild Blue Phlox,Herbaceous,9,18,24,S4,,G5,N,,,NA
Phlox paniculata,Polemoniaceae,,,L.,Fall Phlox,Herbaceous,4,3,5,SNA,,G5,E,SE3,,1954
Phlox subulata,Polemoniaceae,,,L.,Moss Phlox,Herbaceous,NA,5,13,S1,,G5,N,,,NA
Phragmites australis,Poaceae,,,(Cav.) Trin. ex Steud.,Common Reed,Graminoid,103,12,39,S4,,G5,N,,,NA
Phryma leptostachya,Phrymaceae,,,L.,Lopseed,Herbaceous,20,21,31,S4,,G5,N,,,NA
Physalis alkekengi,Solanaceae,,,L. ,Chinese latern,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Physalis heterophylla,Solanaceae,,,Nees,Clammy Ground-cherry,Herbaceous,7,20,26,S4,,G5,N,,,NA
Physalis longifolia,Solanaceae,subglabrata,,(Mackenzie & Bush) Cronq.,Smooth Ground-cherry,Herbaceous,NA,NA,NA,S4,,G5,U,,,NA
Physalis pubescens,Solanaceae,,,L.,husk tomato,Herbaceous,NA,2,5,SNA,,GNA,E,SE?,,1898
Physalis virginiana,Solanaceae,,,P. Mill.,Virginia Ground-cherry,Herbaceous,1,2,3,S?,,G5,N,,,NA
Physocarpus opulifolius,Rosaceae,,,(L.) Maxim.,Eastern Ninebark,Shrub,19,6,12,S5,,G5,N,,,NA
Physostegia virginiana,Lamiaceae,virginiana,,(L.) Benth.,Virginia False Dragonhead,Herbaceous,6,17,23,S4,,G5,N,,,NA
Phytolacca americana,Phytolaccaceae,,,L.,Common Pokeweed,Herbaceous,8,NA,4,S4,,G5,N,,,NA
Picea abies,Pinaceae,,,(L.) Karst.,Norway Spruce,Tree,13,3,7,SNA,,G5,E,SE3,,1974
Picea glauca,Pinaceae,,,(Moench) Voss,White Spruce,Tree,24,2,9,S5,,G5,N,,,NA
Picea mariana,Pinaceae,,,(P. Mill.) B.S.P.,Black Spruce,Tree,NA,1,3,S5,,G5,N,,,NA
Picea omorica,Pinaceae,,,(Pancic) Purk.,Serbian spruce,Tree,NA,NA,NA,SNA,,GNA,E,SE?,Y,NA
Picea pungens,Pinaceae,,,Engelm.,Blue Spruce,Tree,NA,NA,NA,SNA,,G5,E,SE1,,NA
Picris hieracioides,Asteraceae,,,Sibth. & Sm.,Hawkweed Oxtongue,Herbaceous,NA,4,10,SNA,,G5,E,SE5,,1976
Pilea fontana,Urticaceae,,,(Lunell) Rydb.,Lesser Clearweed,Herbaceous,2,3,5,S4,,G5,N,,,NA
Pilea pumila,Urticaceae,,,(L.) Gray,Dwarf Clearweed,Herbaceous,10,7,11,S5,,G5,N,,,NA
Pilosella aurantiaca,Asteraceae,,Hieracium aurantiacum,(Linnaeus) F.W. Schultz &amp; Schultz-Bipontinus,Orange Hawkweed,Herbaceous,5,6,9,SNA,,GNA,E,SE5,,NA
Pilosella caespitosa,Asteraceae,,ieracium caespitosum,(Dumort.) P.D. Sell. & C. West,Meadow Hawkweed,Herbaceous,3,7,10,SNA,,GNA,E,SE5,,NA
Pilosella flagellaris,Asteraceae,,,(Willdenow) P.D. Sell &amp; C. West,Whiplash Hawkweed,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE1,,NA
Pilosella officinarum,Asteraceae,,,F.W. Schultz &amp; Schultz-Bipontinus,Mouse-ear Hawkweed,Herbaceous,NA,NA,NA,SNA,,GNA,E,SE5,,NA
Pilosella piloselloides,Asteraceae,,,(Villars) Soj√°k,Tall Hawkweed,Herbaceous,3,18,23,SNA,,GNA,E,SE5,,NA
Pilosella x floribunda,Asteraceae,,,(Wimmer & Grabowski) Fries,(Pilosella caespitosa X Pilosella lactucella),Herbaceous,NA,NA,NA,SNA,,GNA,E,SE?,,NA
Pinus banksiana,Pinaceae,,,Lamb.,Jack Pine,Tree,3,1,2,S5,,G5,N,,,NA
Pinus contorta,Pinaceae,,,Douglas ex Loudon,lodgepole pine,Tree,NA,1,3,S5,,G5,E,SE?,y,1974
Pinus mugo,Pinaceae,,,Turra,Mugo Pine,Tree,2,NA,1,SNA,,GNA,E,SE3,,NA
Pinus nigra,Pinaceae,,,Arnold,Black Pine,Tree,12,6,11,SNA,,GNA,E,SE3,,1955
Pinus resinosa,Pinaceae,,,Soland.,Red Pine,Tree,9,1,4,S5,,G5,N,,,NA
Pinus rigida,Pinaceae,,,P. Mill.,Pitch Pine,Tree,1,NA,1,S2,,G5,N,,,NA
Pinus strobus,Pinaceae,,,L.,Eastern White Pine,Tree,99,7,32,S5,,G5,N,,,NA
Pinus sylvestris,Pinaceae,,,L.,Scots Pine,Tree,22,8,15,SNA,,GNA,E,SE5,,1904
Piptatheropsis pungens,Poaceae,,,"(Torr.) Romasch., P.M. Peterson &amp; Soreng",Slender Ricegrass,Graminoid,NA,3,8,S5,,G5,U,,,NA
Pistia stratiotes,Araceae,,,L.,Water Lettuce,Herbaceous,3,NA,2,SNA,,G5,E,SE1,,NA
Plantago arenaria,Plantaginaceae,,,Waldst. & Kit.,Sand Plaintain,Herbaceous,11,NA,6,SNA,,GNA,E,SE4,,1929
Plantago indica,Plantaginaceae,,,L.,plantain,Herbaceous,NA,15,37,SNA,,GNA,E,SE?,,NA
Plantago lanceolata,Plantaginaceae,,,L.,English Plantain,Herbaceous,12,22,30,SNA,,G5,E,SE5,,NA
Plantago major,Plantaginaceae,,,L.,Common Plantain,Herbaceous,46,25,42,SNA,,G5,E,SE5,,NA
Plantago media,Plantaginaceae,,,L.,Hoary Plantain,Herbaceous,1,3,4,SNA,,G5,E,SE3,,NA
Plantago rugelii,Plantaginaceae,,,Dcne.,Rugel's Plantain,Herbaceous,12,12,18,S5,,G5,N,,,NA
Platanthera blephariglottis,Orchidaceae,,,(Willd.) Lindl.,White Fringed Orchid,Herbaceous,2,NA,1,S4,,G4,N,,,NA
Platanthera hookeri,Orchidaceae,,,(Torr.) Lindl.,Hooker's Orchid,Herbaceous,NA,6,15,S3,,G4,N,,,NA
Platanthera hyperborea,Orchidaceae,,,(L.) Lindl.,Leafy Northern Green Orchid,Herbaceous,2,11,14,S4,,G5,N,,,NA
Platanthera lacera,Orchidaceae,,,(Michx.) G. Don,Ragged Fringed Orchid,Herbaceous,1,NA,1,S4,,G5,N,,,NA
Platanthera psycodes,Orchidaceae,,,(L.) Lindl.,Small Purple Fringed Orchid,Herbaceous,1,1,2,S4,,G5,N,,,NA
Platanus occidentalis,Platanaceae,,,L.,Sycamore,Tree,33,14,25,S4,,G5,N,,,NA
Platanus x acerifolia,Platanaceae,,,(Aiton) Willd.,London plane,Tree,NA,7,18,SNA,,GNA,E,SE?,y,NA
Poa alsodes,Poaceae,,,Gray,Grove Bluegrass,Graminoid,3,1,2,S4,,G4,N,,,NA
Poa annua,Poaceae,,,L.,Annual Bluegrass,Graminoid,4,6,9,SNA,,GNA,E,SE5,,1898
Poa bulbosa,Poaceae,,,L.,Bulbous Bluegrass,Graminoid,5,3,5,SNA,,GNA,E,SE4,,1976
Poa compressa,Poaceae,,,L.,Canada Bluegrass,Graminoid,11,20,27,SNA,,GNA,E,SE5,,NA
Poa nemoralis,Poaceae,,,L.,Eurasian Woodland Bluegrass,Graminoid,5,6,9,SNA,,GNA,E,SE4,,1936
Poa palustris,Poaceae,,,L.,Fowl Bluegrass,Graminoid,8,17,23,S5,,G5,N,,,NA
Poa pratensis,Poaceae,,,,Kentucky Bluegrass,Graminoid,12,17,24,SNA,,G5,E,SE5,,NA
Poa saltuensis,Poaceae,,,Fern. & Wieg.,Drooping Bluegrass,Graminoid,NA,NA,NA,S4,,G5,N,,,NA
Poa saltuensis,Poaceae,languida,Poa languida,(Hitchc.) A. Haines,Weak Bluegrass,Graminoid,NA,NA,NA,S3,,G5,N,,,NA
Poa trivialis,Poaceae,,,L.,Rough Bluegrass,Graminoid,4,4,6,SNA,,GNA,E,SE3,,1894
Podophyllum peltatum,Berberidaceae,,,L.,May-apple,Herbaceous,72,17,38,S5,,G5,N,,,NA
Pogonia ophioglossoides,Orchidaceae,,,(L.) Ker-Gawl.,Rose Pogonia,Herbaceous,2,1,2,S4,,G5,N,,,NA
Polanisia dodecandra,Cleomaceae,,,(L.) DC.,Common Clammyweed,Herbaceous,NA,2,5,S4,,G5,N,,,NA
Polygala paucifolia,Polygalaceae,,,Willd.,fringed polygala,Herbaceous,NA,22,54,S?,,G?,N,,,NA
Polygala polygama,Polygalaceae,,,Walt.,Racemed Milkwort,Herbaceous,3,19,24,S4,,G5,N,,,NA
Polygala senega,Polygalaceae,,,L.,Seneca Snakeroot,Herbaceous,6,10,14,S4,,G4,N,,,NA
Polygala verticillata,Polygalaceae,,,L.,Whorled Milkwort,Herbaceous,2,10,13,S3,,G5,N,,,NA
Polygaloides paucifolia,Polygalaceae,,,(Willdenow) J.R. Abbott,Gay-wing Milkwort,Herbaceous,15,NA,8,S5,,G5,N,,,NA
Polygonatum biflorum,Liliaceae,commutatum,,(J.A. & J.H. Schultes) Morong,Giant Solomon's Seal,Herbaceous,4,3,5,S4,,G5,N,,,NA
Polygonatum multiflorum,Liliaceae,,,(L.) All.,Eurasian Solomon's Seal,Herbaceous,2,NA,1,SNA,,GNA,E,SE1,,NA
Polygonatum pubescens,Liliaceae,,,(Willd.) Pursh,Hairy Solomon's Seal,Herbaceous,19,13,21,S5,,G5,N,,,NA
Polygonum achoreum,Polygonaceae,,,Blake,Leathery Knotweed,Herbaceous,1,4,6,S5,,G5,N,,,NA
Polygonum aviculare,Polygonaceae,,,L.,Prostrate Knotweed,Herbaceous,15,25,34,S4,,G?,N,,,NA
Polypodium virginianum,Polypodiaceae,,,L.,Rock Polypody,Herbaceous,1,NA,1,S5,,G5,N,,,NA
Polystichum acrostichoides,Dryopteridaceae,,,(Michx.) Schott,Christmas Fern,Herbaceous,16,5,10,S5,,G5,N,,,NA
Polystichum lonchitis,Dryopteridaceae,,,(L.) Roth,Northern Holly Fern,Herbaceous,NA,NA,NA,S4,,G5,N,,,NA
Pontederia cordata,Pontederiaceae,,,L.,Pickerel Weed,Herbaceous,1,8,10,S5,,G5,N,,,NA
Populus alba,Salicaceae,,,L.,White Poplar,Tree,18,12,19,SNA,,G5,E,SE5,,NA
Populus balsamifera,Salicaceae,balsamifera,Populus tacamahacca,L.,Balsam Poplar,Tree,15,11,17,S5,,G5,N,,,NA
Populus deltoides,Salicaceae,,,Bartr. ex Marsh.,Eastern Cottonwood,Tree,37,29,44,S5,,G5,N,,,NA
Populus grandidentata,Salicaceae,,,Michx.,Large-toothed Aspen,Tree,26,15,25,S5,,G5,N,,,NA
Populus jackii,Salicaceae,,,Sarg.,(Populus balsamifera X Populus deltoides),Tree,12,14,20,S?,,G?,N,,,NA
Populus nigra,Salicaceae,italica,,Du Roi,Lombardy Poplar,Tree,8,7,11,SNA,,G5,E,SE3,,NA
